order_id,customer_id,product_sku,quantity,unit_price,total_amount,order_date,shipping_status,payment_method,shipping_address
ORD-L1179,CUST-252,PROD-A013,1,60.25,60.25,2023-02-04,Cancelled,DEBIT_CARD,"4607 River Drive, Chicago, IL 60684"
ORD-L1180,CUST-142,PROD-A013,3,64.99,194.97,2023-02-04,Cancelled,AMAZON_PAY,"1915 Oak Avenue, Apt 47C, Columbus, OH 43026"
ORD-L1181,CUST-167,PROD-A017,1,85.65,85.65,2023-02-04,Processing,AMAZON_PAY,"8191 Oak Avenue, Denver, CO 80292"
ORD-L1182,CUST-231,PROD-A011,1,88.62,88.62,2023-02-04,In Transit,AMAZON_PAY,"2182 Oak Avenue, New York, NY 10027"
ORD-L1183,CUST-204,PROD-A016,1,129.99,129.99,2023-02-05,Processing,CREDIT_CARD,"6629 Hill Street, Apt 44C, Nashville, TN 37220"
ORD-L1184,CUST-096,PROD-A014,1,249.99,249.99,2023-02-05,In Transit,CREDIT_CARD,"1792 Park Place, San Francisco, CA 94161"
ORD-L1185,CUST-357,PROD-A009,1,99.99,99.99,2023-02-05,Processing,DEBIT_CARD,"6009 Main St, Apt 7C, Fort Worth, TX 76138"
ORD-L1186,CUST-201,PROD-A003,1,11.48,11.48,2023-02-05,Delivered,DEBIT_CARD,"7876 River Drive, Apt 43B, Fort Worth, TX 76131"
ORD-L1187,CUST-160,PROD-A006,1,349.99,349.99,2023-02-05,Shipped,GIFT_CARD,"3130 Pine Street, Jacksonville, FL 32076"
ORD-L1188,CUST-376,PROD-A006,1,349.99,349.99,2023-02-06,Shipped,AMAZON_PAY,"6174 Broadway, Apt 13A, Austin, TX 78751"
ORD-L1189,CUST-205,PROD-A017,1,98,98,2023-02-06,Cancelled,AMAZON_PAY,"186 Main St, Fort Worth, TX 76168"
ORD-L1190,CUST-237,PROD-A018,4,26,104,2023-02-06,Shipped,AMAZON_PAY,"8936 Sunset Boulevard, Apt 16B, Denver, CO 80201"
ORD-L1191,CUST-187,PROD-A013,1,64.99,64.99,2023-02-06,Shipped,GIFT_CARD,"4773 Main St, Austin, TX 78719"
ORD-L1192,CUST-085,PROD-A016,1,121,121,2023-02-07,In Transit,CREDIT_CARD,"1334 Cedar Lane, Apt 6A, Austin, TX 78716"
ORD-L1193,CUST-247,PROD-A005,1,79.99,79.99,2023-02-07,In Transit,DEBIT_CARD,"5159 Sunset Boulevard, Philadelphia, PA 19065"
ORD-L1194,CUST-048,PROD-A012,4,79.99,319.96,2023-02-07,In Transit,PAYPAL,"5319 Elm Avenue, Austin, TX 78759"
ORD-L1195,CUST-421,PROD-A009,1,99.99,99.99,2023-02-08,Processing,PAYPAL,"2200 Oak Avenue, Fort Worth, TX 76151"
ORD-L1196,CUST-446,PROD-A009,1,99.99,99.99,2023-02-08,Cancelled,AMAZON_PAY,"3912 Elm Avenue, Austin, TX 78778"
ORD-L1197,CUST-445,PROD-A016,1,117.08,117.08,2023-02-08,Cancelled,GIFT_CARD,"8264 Hill Street, Jacksonville, FL 32090"
ORD-L1198,CUST-465,PROD-A004,1,149.99,149.99,2023-02-08,Delivered,DEBIT_CARD,"7326 Cedar Lane, Apt 31C, Fort Worth, TX 76157"
ORD-L1199,CUST-123,PROD-A013,2,64.99,129.98,2023-02-08,Processing,GIFT_CARD,"3690 Park Place, New York, NY 10082"
ORD-L1200,CUST-064,PROD-A010,3,36.92,110.75,2023-02-08,Cancelled,PAYPAL,"4569 Oak Avenue, Apt 31A, Dallas, TX 75292"
ORD-L1201,CUST-241,PROD-A002,1,19.99,19.99,2023-02-08,Shipped,AMAZON_PAY,"7289 Maple Drive, Apt 11A, San Francisco, CA 94127"
ORD-L1202,CUST-396,PROD-A018,1,26,26,2023-02-09,Delivered,CREDIT_CARD,"3074 Market Street, Austin, TX 78745"
ORD-L1203,CUST-415,PROD-A016,1,129.99,129.99,2023-02-09,Delivered,AMAZON_PAY,"7769 Main St, Houston, TX 77012"
ORD-L1204,CUST-152,PROD-A008,1,34.99,34.99,2023-02-09,In Transit,PAYPAL,"6981 River Drive, Phoenix, AZ 85022"
ORD-L1205,CUST-364,PROD-A009,1,99.99,99.99,2023-02-10,Processing,DEBIT_CARD,"3479 Cedar Lane, Indianapolis, IN 46242"
ORD-L1206,CUST-137,PROD-A001,1,299.99,299.99,2023-02-10,Delivered,PAYPAL,"2914 Forest Avenue, Apt 38A, Los Angeles, CA 90069"
ORD-L1207,CUST-016,PROD-A003,4,12.99,51.96,2023-02-10,Cancelled,CREDIT_CARD,"2077 Broadway, Houston, TX 77075"
ORD-L1208,CUST-439,PROD-A010,1,42.99,42.99,2023-02-10,Shipped,PAYPAL,"4305 Park Place, San Antonio, TX 78243"
ORD-L1209,CUST-283,PROD-A003,2,12.99,25.98,2023-02-10,Delivered,AMAZON_PAY,"4121 Sunset Boulevard, Apt 32D, Seattle, WA 98103"
ORD-L1210,CUST-364,PROD-A002,4,19.99,79.96,2023-02-10,Delivered,DEBIT_CARD,"3479 Cedar Lane, Indianapolis, IN 46242"
ORD-L1211,CUST-307,PROD-A020,4,17.95,71.81,2023-02-10,Processing,DEBIT_CARD,"5661 Hill Street, Apt 43A, San Diego, CA 92184"
ORD-L1212,CUST-297,PROD-A015,1,45.1,45.1,2023-02-10,Cancelled,AMAZON_PAY,"5441 River Drive, Austin, TX 78726"
ORD-L1213,CUST-466,PROD-A013,1,64.99,64.99,2023-02-11,Delivered,CREDIT_CARD,"6673 Sunset Boulevard, Apt 10A, New York, NY 10084"
ORD-L1214,CUST-168,PROD-A019,1,8.99,8.99,2023-02-11,Processing,DEBIT_CARD,"4655 River Drive, Nashville, TN 37202"
ORD-L1215,CUST-390,PROD-A005,4,79.99,319.96,2023-02-11,Processing,PAYPAL,"6678 Sunset Boulevard, Apt 17A, Jacksonville, FL 32046"
ORD-L1216,CUST-003,PROD-A013,4,64.99,259.96,2023-02-11,Shipped,CREDIT_CARD,"8709 Park Place, Apt 47C, New York, NY 10045"
ORD-L1217,CUST-400,PROD-A017,3,95.17,285.51,2023-02-11,Cancelled,GIFT_CARD,"2028 Sunset Boulevard, Indianapolis, IN 46216"
ORD-L1218,CUST-456,PROD-A004,1,149.99,149.99,2023-02-12,In Transit,CREDIT_CARD,"2829 Market Street, Jacksonville, FL 32036"
ORD-L1219,CUST-400,PROD-A011,3,89.99,269.97,2023-02-12,Processing,CREDIT_CARD,"2028 Sunset Boulevard, Indianapolis, IN 46216"
ORD-L1220,CUST-380,PROD-A007,3,114.25,342.75,2023-02-12,Shipped,CREDIT_CARD,"6961 Forest Avenue, Apt 32B, San Diego, CA 92192"
ORD-L1221,CUST-151,PROD-A003,1,12.99,12.99,2023-02-12,In Transit,DEBIT_CARD,"8897 Maple Drive, Boston, MA 02151"
ORD-L1222,CUST-122,PROD-A002,1,19.99,19.99,2023-02-12,Cancelled,CREDIT_CARD,"4505 Pine Street, Chicago, IL 60619"
ORD-L1223,CUST-476,PROD-A015,1,47.68,47.68,2023-02-12,Shipped,GIFT_CARD,"2944 Cedar Lane, Apt 10A, San Diego, CA 92148"
ORD-L1224,CUST-101,PROD-A006,1,346.51,346.51,2023-02-13,In Transit,PAYPAL,"480 Market Street, Philadelphia, PA 19068"
ORD-L1225,CUST-382,PROD-A018,3,26,78,2023-02-13,Processing,AMAZON_PAY,"2514 Oak Avenue, Apt 47B, Fort Worth, TX 76160"
ORD-L1226,CUST-377,PROD-A016,1,129.99,129.99,2023-02-13,Processing,PAYPAL,"8381 River Drive, Apt 25C, Chicago, IL 60653"
ORD-L1227,CUST-042,PROD-A018,1,26,26,2023-02-13,Delivered,AMAZON_PAY,"1005 Market Street, San Francisco, CA 94128"
ORD-L1228,CUST-043,PROD-A016,1,129.99,129.99,2023-02-14,In Transit,GIFT_CARD,"6783 Hill Street, Apt 30C, San Francisco, CA 94126"
ORD-L1229,CUST-164,PROD-A014,2,232.32,464.64,2023-02-14,In Transit,AMAZON_PAY,"5555 Market Street, Boston, MA 02175"
ORD-L1230,CUST-132,PROD-A003,1,12.99,12.99,2023-02-14,In Transit,CREDIT_CARD,"1438 Market Street, Dallas, TX 75248"
ORD-L1231,CUST-416,PROD-A019,1,7.74,7.74,2023-02-14,Delivered,PAYPAL,"8578 Washington Blvd, Apt 37A, Charlotte, NC 28257"
ORD-L1232,CUST-311,PROD-A009,1,99.99,99.99,2023-02-14,Cancelled,DEBIT_CARD,"2141 Oak Avenue, Apt 18C, San Francisco, CA 94175"
ORD-L1233,CUST-307,PROD-A008,1,34.99,34.99,2023-02-14,Processing,CREDIT_CARD,"5661 Hill Street, Apt 43A, San Diego, CA 92184"
ORD-L1234,CUST-381,PROD-A007,2,119.99,239.98,2023-02-15,In Transit,AMAZON_PAY,"4556 Maple Drive, Los Angeles, CA 90071"
ORD-L1235,CUST-292,PROD-A009,1,91.66,91.66,2023-02-15,In Transit,DEBIT_CARD,"8605 Pine Street, Fort Worth, TX 76183"
ORD-L1236,CUST-444,PROD-A008,1,34.99,34.99,2023-02-15,Shipped,PAYPAL,"1469 Cedar Lane, Houston, TX 77096"
ORD-L1237,CUST-402,PROD-A003,3,12.99,38.97,2023-02-15,In Transit,CREDIT_CARD,"6110 Hill Street, Apt 23D, Nashville, TN 37252"
ORD-L1238,CUST-349,PROD-A003,1,12.99,12.99,2023-02-15,Processing,PAYPAL,"8407 Park Place, Apt 8C, Denver, CO 80240"
ORD-L1239,CUST-281,PROD-A012,1,79.99,79.99,2023-02-16,Processing,GIFT_CARD,"7414 Elm Avenue, Fort Worth, TX 76147"
ORD-L1240,CUST-403,PROD-A001,1,299.99,299.99,2023-02-16,Delivered,AMAZON_PAY,"1820 Oak Avenue, San Antonio, TX 78280"
ORD-L1241,CUST-172,PROD-A003,3,12.38,37.13,2023-02-16,In Transit,CREDIT_CARD,"7446 Sunset Boulevard, Jacksonville, FL 32041"
ORD-L1242,CUST-233,PROD-A003,1,12.99,12.99,2023-02-16,Processing,CREDIT_CARD,"6585 Park Place, San Antonio, TX 78280"
ORD-L1243,CUST-266,PROD-A009,2,99.99,199.98,2023-02-16,Delivered,AMAZON_PAY,"3777 Maple Drive, San Diego, CA 92149"
ORD-L1244,CUST-362,PROD-A011,1,84.01,84.01,2023-02-16,Delivered,GIFT_CARD,"5440 Washington Blvd, Denver, CO 80297"
ORD-L1245,CUST-397,PROD-A009,1,99.99,99.99,2023-02-17,Shipped,DEBIT_CARD,"8538 Park Place, San Diego, CA 92183"
ORD-L1246,CUST-082,PROD-A017,1,98,98,2023-02-17,Cancelled,CREDIT_CARD,"4413 Pine Street, Chicago, IL 60669"
ORD-L1247,CUST-484,PROD-A007,1,116.81,116.81,2023-02-17,Shipped,AMAZON_PAY,"1177 Maple Drive, Apt 42C, Dallas, TX 75221"
ORD-L1248,CUST-368,PROD-A012,1,79.99,79.99,2023-02-17,Delivered,GIFT_CARD,"4440 Market Street, Apt 32A, Philadelphia, PA 19045"
ORD-L1249,CUST-435,PROD-A008,4,34.99,139.96,2023-02-17,In Transit,CREDIT_CARD,"2678 Park Place, Apt 45D, Seattle, WA 98192"
ORD-L1250,CUST-391,PROD-A012,1,79.99,79.99,2023-02-17,Shipped,GIFT_CARD,"8284 Park Place, Seattle, WA 98114"
ORD-L1251,CUST-248,PROD-A015,1,49.99,49.99,2023-02-17,In Transit,DEBIT_CARD,"8496 Hill Street, Apt 40D, Indianapolis, IN 46272"
ORD-L1252,CUST-166,PROD-A001,2,299.99,599.98,2023-02-18,Processing,AMAZON_PAY,"7533 Maple Drive, Charlotte, NC 28240"
ORD-L1253,CUST-329,PROD-A014,1,249.99,249.99,2023-02-18,Processing,DEBIT_CARD,"7388 Hill Street, Chicago, IL 60688"
ORD-L1254,CUST-388,PROD-A012,1,79.99,79.99,2023-02-18,In Transit,CREDIT_CARD,"1692 Lake Road, Houston, TX 77067"
ORD-L1255,CUST-439,PROD-A016,2,129.99,259.98,2023-02-18,Shipped,GIFT_CARD,"4305 Park Place, San Antonio, TX 78243"
ORD-L1256,CUST-058,PROD-A015,1,49.99,49.99,2023-02-18,Cancelled,DEBIT_CARD,"8561 Broadway, Apt 14D, San Francisco, CA 94112"
ORD-L1257,CUST-471,PROD-A016,4,129.99,519.96,2023-02-19,Shipped,DEBIT_CARD,"5874 Broadway, New York, NY 10004"
ORD-L1258,CUST-493,PROD-A010,1,42.99,42.99,2023-02-19,Processing,PAYPAL,"2968 River Drive, Apt 18B, San Francisco, CA 94185"
ORD-L1259,CUST-458,PROD-A020,2,18.99,37.98,2023-02-19,Cancelled,PAYPAL,"5445 Hill Street, Apt 23D, San Antonio, TX 78240"
ORD-L1260,CUST-241,PROD-A009,1,99.99,99.99,2023-02-20,Cancelled,CREDIT_CARD,"7289 Maple Drive, Apt 11A, San Francisco, CA 94127"
ORD-L1261,CUST-198,PROD-A004,4,149.99,599.96,2023-02-20,Processing,DEBIT_CARD,"5092 River Drive, Apt 6A, Los Angeles, CA 90045"
ORD-L1262,CUST-370,PROD-A015,3,49.99,149.97,2023-02-20,Delivered,DEBIT_CARD,"2442 Broadway, Houston, TX 77091"
ORD-L1263,CUST-357,PROD-A011,2,89.99,179.98,2023-02-20,Delivered,CREDIT_CARD,"6009 Main St, Apt 7C, Fort Worth, TX 76138"
ORD-L1264,CUST-258,PROD-A015,2,49.99,99.98,2023-02-20,Shipped,PAYPAL,"2481 Washington Blvd, Columbus, OH 43034"
ORD-L1265,CUST-183,PROD-A007,1,119.99,119.99,2023-02-20,Delivered,CREDIT_CARD,"316 Elm Avenue, Jacksonville, FL 32065"
ORD-L1266,CUST-370,PROD-A009,3,99.99,299.97,2023-02-20,Cancelled,GIFT_CARD,"2442 Broadway, Houston, TX 77091"
ORD-L1267,CUST-421,PROD-A006,3,349.99,1049.97,2023-02-20,Delivered,GIFT_CARD,"2200 Oak Avenue, Fort Worth, TX 76151"
ORD-L1268,CUST-039,PROD-A006,1,349.99,349.99,2023-02-21,Processing,PAYPAL,"2349 Washington Blvd, Nashville, TN 37225"
ORD-L1269,CUST-302,PROD-A012,1,79.99,79.99,2023-02-21,Cancelled,CREDIT_CARD,"8264 Park Place, Los Angeles, CA 90013"
ORD-L1270,CUST-447,PROD-A012,1,79.99,79.99,2023-02-21,Cancelled,GIFT_CARD,"8573 Maple Drive, Fort Worth, TX 76153"
ORD-L1271,CUST-137,PROD-A001,2,299.99,599.98,2023-02-21,Processing,GIFT_CARD,"2914 Forest Avenue, Apt 38A, Los Angeles, CA 90069"
ORD-L1272,CUST-343,PROD-A007,1,112.9,112.9,2023-02-21,Cancelled,GIFT_CARD,"640 Forest Avenue, Apt 27D, Charlotte, NC 28283"
ORD-L1273,CUST-283,PROD-A004,1,149.99,149.99,2023-02-21,Shipped,CREDIT_CARD,"4121 Sunset Boulevard, Apt 32D, Seattle, WA 98103"
ORD-L1274,CUST-166,PROD-A009,1,99.99,99.99,2023-02-22,Cancelled,AMAZON_PAY,"7533 Maple Drive, Charlotte, NC 28240"
ORD-L1275,CUST-118,PROD-A014,1,249.99,249.99,2023-02-22,Shipped,CREDIT_CARD,"831 Park Place, Apt 10A, Philadelphia, PA 19040"
ORD-L1276,CUST-089,PROD-A019,1,8.86,8.86,2023-02-22,Processing,GIFT_CARD,"8135 River Drive, Apt 47C, Houston, TX 77050"
ORD-L1277,CUST-319,PROD-A009,2,99.99,199.98,2023-02-22,Processing,CREDIT_CARD,"7189 Forest Avenue, Apt 41C, Phoenix, AZ 85047"
ORD-L1278,CUST-239,PROD-A003,4,11.43,45.73,2023-02-23,Shipped,AMAZON_PAY,"8168 Hill Street, Apt 9C, Dallas, TX 75232"
ORD-L1279,CUST-051,PROD-A008,1,34.99,34.99,2023-02-23,Shipped,CREDIT_CARD,"7183 Market Street, San Diego, CA 92122"
ORD-L1280,CUST-174,PROD-A010,1,42.99,42.99,2023-02-23,Shipped,DEBIT_CARD,"3151 Oak Avenue, Jacksonville, FL 32022"
ORD-L1281,CUST-303,PROD-A009,4,99.99,399.96,2023-02-23,In Transit,DEBIT_CARD,"1583 Forest Avenue, Columbus, OH 43037"
ORD-L1282,CUST-182,PROD-A001,4,299.99,1199.96,2023-02-24,In Transit,GIFT_CARD,"4271 Elm Avenue, Boston, MA 02111"
ORD-L1283,CUST-201,PROD-A016,1,129.99,129.99,2023-02-24,Delivered,DEBIT_CARD,"7876 River Drive, Apt 43B, Fort Worth, TX 76131"
ORD-L1284,CUST-185,PROD-A015,4,49.99,199.96,2023-02-24,In Transit,DEBIT_CARD,"5176 Forest Avenue, Denver, CO 80275"
ORD-L1285,CUST-479,PROD-A003,3,12.99,38.97,2023-02-24,Processing,PAYPAL,"7205 Park Place, San Antonio, TX 78259"
ORD-L1286,CUST-260,PROD-A007,1,119.99,119.99,2023-02-24,Cancelled,PAYPAL,"2549 Washington Blvd, Apt 6A, Denver, CO 80259"
ORD-L1287,CUST-433,PROD-A005,1,79.99,79.99,2023-02-24,In Transit,CREDIT_CARD,"3097 Forest Avenue, Apt 6A, Columbus, OH 43006"
ORD-L1288,CUST-484,PROD-A007,1,119.99,119.99,2023-02-25,Delivered,AMAZON_PAY,"1177 Maple Drive, Apt 42C, Dallas, TX 75221"
ORD-L1289,CUST-256,PROD-A017,1,85.74,85.74,2023-02-25,Shipped,AMAZON_PAY,"2519 Lake Road, Phoenix, AZ 85009"
ORD-L1290,CUST-321,PROD-A008,1,34.99,34.99,2023-02-25,Shipped,DEBIT_CARD,"465 Sunset Boulevard, Apt 39D, Phoenix, AZ 85030"
ORD-L1291,CUST-130,PROD-A007,1,106.38,106.38,2023-02-25,Delivered,PAYPAL,"3598 Washington Blvd, New York, NY 10061"
ORD-L1292,CUST-313,PROD-A019,2,8.99,17.98,2023-02-25,Delivered,AMAZON_PAY,"1023 Washington Blvd, Apt 23B, New York, NY 10086"
ORD-L1293,CUST-241,PROD-A001,3,299.99,899.97,2023-02-26,Delivered,AMAZON_PAY,"7289 Maple Drive, Apt 11A, San Francisco, CA 94127"
ORD-L1294,CUST-124,PROD-A001,1,299.99,299.99,2023-02-26,Delivered,PAYPAL,"2949 Pine Street, Apt 38B, San Diego, CA 92127"
ORD-L1295,CUST-023,PROD-A014,1,249.99,249.99,2023-02-26,Cancelled,AMAZON_PAY,"6797 Market Street, Apt 36D, Boston, MA 02100"
ORD-L1296,CUST-397,PROD-A008,1,34.99,34.99,2023-02-26,Processing,AMAZON_PAY,"8538 Park Place, San Diego, CA 92183"
ORD-L1297,CUST-415,PROD-A005,1,79.99,79.99,2023-02-27,Cancelled,DEBIT_CARD,"7769 Main St, Houston, TX 77012"
ORD-L1298,CUST-118,PROD-A008,1,34.99,34.99,2023-02-27,In Transit,DEBIT_CARD,"831 Park Place, Apt 10A, Philadelphia, PA 19040"
ORD-L1299,CUST-491,PROD-A001,1,299.99,299.99,2023-02-27,Delivered,CREDIT_CARD,"1313 Washington Blvd, Apt 26C, San Antonio, TX 78255"
ORD-L1300,CUST-485,PROD-A011,1,89.99,89.99,2023-02-27,Processing,GIFT_CARD,"7523 River Drive, San Diego, CA 92166"
ORD-L1301,CUST-238,PROD-A004,4,149.99,599.96,2023-02-27,In Transit,DEBIT_CARD,"1272 Market Street, Apt 30D, Chicago, IL 60639"
ORD-L1302,CUST-201,PROD-A005,1,79.99,79.99,2023-02-27,Shipped,DEBIT_CARD,"7876 River Drive, Apt 43B, Fort Worth, TX 76131"
ORD-L1303,CUST-311,PROD-A018,4,26,104,2023-02-28,Delivered,PAYPAL,"2141 Oak Avenue, Apt 18C, San Francisco, CA 94175"
ORD-L1304,CUST-354,PROD-A011,1,89.99,89.99,2023-02-28,Processing,CREDIT_CARD,"7042 River Drive, Apt 41A, Houston, TX 77073"
ORD-L1305,CUST-202,PROD-A011,4,89.99,359.96,2023-02-28,Shipped,DEBIT_CARD,"6264 Oak Avenue, Austin, TX 78729"
ORD-L1306,CUST-011,PROD-A019,3,8.99,26.97,2023-02-28,Cancelled,AMAZON_PAY,"2046 Sunset Boulevard, Apt 17C, San Francisco, CA 94140"
ORD-L1307,CUST-127,PROD-A009,1,99.99,99.99,2023-02-28,Shipped,DEBIT_CARD,"3202 Lake Road, Chicago, IL 60662"
ORD-L1308,CUST-041,PROD-A008,1,33.4,33.4,2023-02-28,Delivered,AMAZON_PAY,"6074 Forest Avenue, Apt 44D, Nashville, TN 37230"
ORD-L1309,CUST-311,PROD-A019,1,8.99,8.99,2023-03-01,In Transit,CREDIT_CARD,"2141 Oak Avenue, Apt 18C, San Francisco, CA 94175"
ORD-L1310,CUST-025,PROD-A003,2,12.68,25.36,2023-03-01,Processing,PAYPAL,"2751 Pine Street, Apt 47B, Columbus, OH 43028"
ORD-L1311,CUST-398,PROD-A012,4,79.99,319.96,2023-03-01,In Transit,DEBIT_CARD,"3582 Oak Avenue, Apt 28C, Columbus, OH 43086"
ORD-L1312,CUST-400,PROD-A012,1,79.99,79.99,2023-03-01,Processing,CREDIT_CARD,"2028 Sunset Boulevard, Indianapolis, IN 46216"
ORD-L1313,CUST-386,PROD-A006,2,349.99,699.98,2023-03-02,Cancelled,PAYPAL,"985 Hill Street, Boston, MA 02101"
ORD-L1314,CUST-105,PROD-A012,1,75.97,75.97,2023-03-02,Shipped,DEBIT_CARD,"4857 Main St, San Francisco, CA 94104"
ORD-L1315,CUST-081,PROD-A013,1,59.41,59.41,2023-03-02,Processing,CREDIT_CARD,"5278 Cedar Lane, Columbus, OH 43058"
ORD-L1316,CUST-003,PROD-A020,1,18.99,18.99,2023-03-02,Shipped,DEBIT_CARD,"8709 Park Place, Apt 47C, New York, NY 10045"
ORD-L1317,CUST-474,PROD-A005,2,79.99,159.98,2023-03-03,Cancelled,GIFT_CARD,"8789 Hill Street, Los Angeles, CA 90019"
ORD-L1318,CUST-142,PROD-A020,2,18.99,37.98,2023-03-03,Shipped,GIFT_CARD,"1915 Oak Avenue, Apt 47C, Columbus, OH 43026"
ORD-L1319,CUST-226,PROD-A006,3,349.99,1049.97,2023-03-03,Cancelled,CREDIT_CARD,"7763 Pine Street, Apt 42D, Indianapolis, IN 46290"
ORD-L1320,CUST-305,PROD-A008,1,34.99,34.99,2023-03-03,In Transit,PAYPAL,"5296 Hill Street, Apt 47C, Nashville, TN 37264"
ORD-L1321,CUST-308,PROD-A013,1,64.99,64.99,2023-03-03,Processing,CREDIT_CARD,"3356 Main St, Apt 8A, Seattle, WA 98155"
ORD-L1322,CUST-321,PROD-A009,1,99.99,99.99,2023-03-04,Shipped,GIFT_CARD,"465 Sunset Boulevard, Apt 39D, Phoenix, AZ 85030"
ORD-L1323,CUST-178,PROD-A007,3,119.99,359.97,2023-03-04,Shipped,DEBIT_CARD,"348 Pine Street, Apt 47A, Nashville, TN 37226"
ORD-L1324,CUST-337,PROD-A016,1,129.99,129.99,2023-03-04,Shipped,PAYPAL,"5511 Market Street, San Francisco, CA 94192"
ORD-L1325,CUST-276,PROD-A010,4,42.99,171.96,2023-03-04,Processing,PAYPAL,"7257 Main St, Denver, CO 80248"
ORD-L1326,CUST-224,PROD-A017,1,89.77,89.77,2023-03-04,In Transit,GIFT_CARD,"2465 Maple Drive, Charlotte, NC 28217"
ORD-L1327,CUST-313,PROD-A014,2,249.99,499.98,2023-03-05,Cancelled,DEBIT_CARD,"1023 Washington Blvd, Apt 23B, New York, NY 10086"
ORD-L1328,CUST-041,PROD-A001,1,299.99,299.99,2023-03-05,Processing,GIFT_CARD,"6074 Forest Avenue, Apt 44D, Nashville, TN 37230"
ORD-L1329,CUST-468,PROD-A009,1,99.99,99.99,2023-03-05,Cancelled,PAYPAL,"382 Oak Avenue, Apt 31C, Charlotte, NC 28219"
ORD-L1330,CUST-298,PROD-A008,1,34.99,34.99,2023-03-05,Shipped,DEBIT_CARD,"7194 Forest Avenue, Los Angeles, CA 90070"
ORD-L1331,CUST-191,PROD-A015,2,49.99,99.98,2023-03-05,Shipped,AMAZON_PAY,"7535 Washington Blvd, Apt 28C, Jacksonville, FL 32000"
ORD-L1332,CUST-051,PROD-A006,1,349.99,349.99,2023-03-05,Delivered,DEBIT_CARD,"7183 Market Street, San Diego, CA 92122"
ORD-L1333,CUST-069,PROD-A009,2,99.99,199.98,2023-03-06,Cancelled,CREDIT_CARD,"6261 Pine Street, San Francisco, CA 94134"
ORD-L1334,CUST-158,PROD-A015,3,49.99,149.97,2023-03-06,Shipped,GIFT_CARD,"1545 Lake Road, Apt 39A, Charlotte, NC 28285"
ORD-L1335,CUST-291,PROD-A011,2,89.99,179.98,2023-03-06,Delivered,GIFT_CARD,"6442 Main St, Los Angeles, CA 90022"
ORD-L1336,CUST-409,PROD-A014,4,249.99,999.96,2023-03-07,Shipped,GIFT_CARD,"3609 Hill Street, Apt 25D, Dallas, TX 75219"
ORD-L1337,CUST-191,PROD-A010,2,42.99,85.98,2023-03-07,Cancelled,CREDIT_CARD,"7535 Washington Blvd, Apt 28C, Jacksonville, FL 32000"
ORD-L1338,CUST-326,PROD-A011,1,84.87,84.87,2023-03-07,In Transit,AMAZON_PAY,"5926 Cedar Lane, Dallas, TX 75222"
ORD-L1339,CUST-246,PROD-A003,4,12.99,51.96,2023-03-07,Delivered,GIFT_CARD,"2410 Cedar Lane, Apt 8B, Charlotte, NC 28251"
ORD-L1340,CUST-202,PROD-A016,1,114.85,114.85,2023-03-07,Cancelled,CREDIT_CARD,"6264 Oak Avenue, Austin, TX 78729"
ORD-L1341,CUST-035,PROD-A016,3,129.99,389.97,2023-03-07,Delivered,AMAZON_PAY,"1829 Lake Road, Apt 15A, New York, NY 10037"
ORD-L1342,CUST-089,PROD-A005,4,79.99,319.96,2023-03-08,Cancelled,DEBIT_CARD,"8135 River Drive, Apt 47C, Houston, TX 77050"
ORD-L1343,CUST-289,PROD-A016,1,129.99,129.99,2023-03-08,Shipped,DEBIT_CARD,"6813 Washington Blvd, Jacksonville, FL 32052"
ORD-L1344,CUST-430,PROD-A008,1,34.99,34.99,2023-03-08,Cancelled,GIFT_CARD,"1937 Park Place, Phoenix, AZ 85096"
ORD-L1345,CUST-185,PROD-A011,1,78.85,78.85,2023-03-08,In Transit,DEBIT_CARD,"5176 Forest Avenue, Denver, CO 80275"
ORD-L1346,CUST-308,PROD-A007,4,119.99,479.96,2023-03-08,In Transit,GIFT_CARD,"3356 Main St, Apt 8A, Seattle, WA 98155"
ORD-L1347,CUST-291,PROD-A015,1,43.05,43.05,2023-03-09,Cancelled,AMAZON_PAY,"6442 Main St, Los Angeles, CA 90022"
ORD-L1348,CUST-065,PROD-A013,1,58.57,58.57,2023-03-09,Delivered,CREDIT_CARD,"5620 Sunset Boulevard, Fort Worth, TX 76134"
ORD-L1349,CUST-377,PROD-A009,1,99.99,99.99,2023-03-10,In Transit,AMAZON_PAY,"8381 River Drive, Apt 25C, Chicago, IL 60653"
ORD-L1350,CUST-431,PROD-A018,1,26,26,2023-03-10,Shipped,CREDIT_CARD,"7612 Forest Avenue, Apt 50B, Phoenix, AZ 85039"
ORD-L1351,CUST-167,PROD-A009,2,93.49,186.98,2023-03-10,Processing,GIFT_CARD,"8191 Oak Avenue, Denver, CO 80292"
ORD-L1352,CUST-012,PROD-A018,1,26,26,2023-03-10,Cancelled,GIFT_CARD,"8570 Park Place, Apt 11B, Boston, MA 02137"
ORD-L1353,CUST-305,PROD-A001,1,265.35,265.35,2023-03-11,Delivered,DEBIT_CARD,"5296 Hill Street, Apt 47C, Nashville, TN 37264"
ORD-L1354,CUST-293,PROD-A011,4,89.99,359.96,2023-03-11,Shipped,AMAZON_PAY,"8282 Oak Avenue, San Diego, CA 92132"
ORD-L1355,CUST-340,PROD-A008,1,34.99,34.99,2023-03-11,Cancelled,CREDIT_CARD,"1946 Hill Street, Fort Worth, TX 76174"
