account_id,promotion_applied,quantity,order,customer,product,unit,total,shipping,payment,
ACC-02229,,1.0,SALE-03169,"7803 Market St #45, Nashville, TN 37201",ITEM-3002,20.75,20.75,Completed,Digital Wallet,third_system_sales.json
ACC-02229,,1.0,SALE-03169,"7803 Market St #45, Nashville, TN 37201",ITEM-3002,20.75,20.75,Completed,Digital Wallet,third_system_sales.json
ACC-02229,,1.0,SALE-03169,"7803 Market St #45, Nashville, TN 37201",ITEM-3002,20.75,20.75,Completed,Digital Wallet,third_system_sales.json
ACC-02229,,1.0,SALE-03169,"7803 Market St #45, Nashville, TN 37201",ITEM-3002,20.75,20.75,Completed,Digital Wallet,third_system_sales.json
ACC-02444,,2.0,SALE-03170,"4442 Main St, Philadelphia, PA 19019",ITEM-3012,86.4,172.8,In Transit,Digital Wallet,third_system_sales.json
ACC-02444,,2.0,SALE-03170,"4442 Main St, Philadelphia, PA 19019",ITEM-3012,86.4,172.8,In Transit,Digital Wallet,third_system_sales.json
ACC-02444,,2.0,SALE-03170,"4442 Main St, Philadelphia, PA 19019",ITEM-3012,86.4,172.8,In Transit,Digital Wallet,third_system_sales.json
ACC-02444,,2.0,SALE-03170,"4442 Main St, Philadelphia, PA 19019",ITEM-3012,86.4,172.8,In Transit,Digital Wallet,third_system_sales.json
ACC-02041,,1.0,SALE-03171,"7848 River Dr, Denver, CO 80261",ITEM-3014,218.57,218.57,Pending,Digital Wallet,third_system_sales.json
ACC-02041,,1.0,SALE-03171,"7848 River Dr, Denver, CO 80261",ITEM-3014,218.57,218.57,Pending,Digital Wallet,third_system_sales.json
ACC-02041,,1.0,SALE-03171,"7848 River Dr, Denver, CO 80261",ITEM-3014,218.57,218.57,Pending,Digital Wallet,third_system_sales.json
ACC-02041,,1.0,SALE-03171,"7848 River Dr, Denver, CO 80261",ITEM-3014,218.57,218.57,Pending,Digital Wallet,third_system_sales.json
ACC-02123,,1.0,SALE-03172,"3897 Market St, Boston, MA 02139",ITEM-3006,338.97,338.97,Returned,Bank Transfer,third_system_sales.json
ACC-02123,,1.0,SALE-03172,"3897 Market St, Boston, MA 02139",ITEM-3006,338.97,338.97,Returned,Bank Transfer,third_system_sales.json
ACC-02123,,1.0,SALE-03172,"3897 Market St, Boston, MA 02139",ITEM-3006,338.97,338.97,Returned,Bank Transfer,third_system_sales.json
ACC-02123,,1.0,SALE-03172,"3897 Market St, Boston, MA 02139",ITEM-3006,338.97,338.97,Returned,Bank Transfer,third_system_sales.json
,PRIME_DISCOUNT,1.0,2023-02-06T01:25:13.981Z,USER-1186,B08P4KCJVN,239.99,239.99,FBA,Discover,modern_sales.csv
,HOLIDAY_SALE,1.0,2023-02-06T05:31:49.783Z,USER-1031,B08XYDLC1P,99.99,99.99,FBM,Debit,modern_sales.csv
,PRIME_DISCOUNT,1.0,2023-02-06T11:52:41.351Z,USER-1251,B09C5RK5TV,64.61,64.61,FBA,PayPal,modern_sales.csv
,,1.0,2023-02-06T17:35:47.075Z,USER-1336,B09CDTHXNL,119.99,119.99,FBA,Discover,modern_sales.csv
ACC-02448,,1.0,SALE-03173,"2814 Pine St, San Diego, CA 92101",ITEM-3003,14.26,14.26,Pending,Debit Card,third_system_sales.json
ACC-02448,,1.0,SALE-03173,"2814 Pine St, San Diego, CA 92101",ITEM-3003,14.26,14.26,Pending,Debit Card,third_system_sales.json
ACC-02448,,1.0,SALE-03173,"2814 Pine St, San Diego, CA 92101",ITEM-3003,14.26,14.26,Pending,Debit Card,third_system_sales.json
ACC-02164,,1.0,SALE-03174,"1359 River Dr, Dallas, Texas 75221",ITEM-3020,17.98,17.98,Pending,Debit Card,third_system_sales.json
ACC-02164,,1.0,SALE-03174,"1359 River Dr, Dallas, Texas 75221",ITEM-3020,17.98,17.98,Pending,Debit Card,third_system_sales.json
ACC-02164,,1.0,SALE-03174,"1359 River Dr, Dallas, Texas 75221",ITEM-3020,17.98,17.98,Pending,Debit Card,third_system_sales.json
ACC-02140,,1.0,SALE-03175,"7363 Cedar Ln, Philadelphia, Pennsylvania 19073",ITEM-3008,35.12,35.12,Pending,Digital Wallet,third_system_sales.json
ACC-02140,,1.0,SALE-03175,"7363 Cedar Ln, Philadelphia, Pennsylvania 19073",ITEM-3008,35.12,35.12,Pending,Digital Wallet,third_system_sales.json
ACC-02140,,1.0,SALE-03175,"7363 Cedar Ln, Philadelphia, Pennsylvania 19073",ITEM-3008,35.12,35.12,Pending,Digital Wallet,third_system_sales.json
,,1.0,2023-02-07T03:06:05.803Z,USER-1337,B07XJ8C8F5,53.22,53.22,FBM,PayPal,modern_sales.csv
,,1.0,2023-02-07T07:17:57.783Z,USER-1443,B08HGH6J8X,289.99,289.99,FBM,VISA,modern_sales.csv
,,1.0,2023-02-07T09:25:32.600Z,USER-1056,B07ZPML163,69.99,69.99,FBM,VISA,modern_sales.csv
,,3.0,2023-02-07T10:35:56.565Z,USER-1313,B08TW5NKRQ,94.99,284.97,Seller,VISA,modern_sales.csv
,,2.0,2023-02-07T11:44:46.450Z,USER-1392,B07T8JNXRP,24.99,49.98,Seller,MasterCard,modern_sales.csv
,,1.0,2023-02-07T21:10:54.657Z,USER-1052,B09CDTHXNL,119.99,119.99,FBA,AmEx,modern_sales.csv
ACC-02194,,1.0,SALE-03176,"7661 Hill St, Jacksonville, FL 32018",ITEM-3006,370.64,370.64,Returned,Bank Transfer,third_system_sales.json
ACC-02194,,1.0,SALE-03176,"7661 Hill St, Jacksonville, FL 32018",ITEM-3006,370.64,370.64,Returned,Bank Transfer,third_system_sales.json
ACC-02194,,1.0,SALE-03176,"7661 Hill St, Jacksonville, FL 32018",ITEM-3006,370.64,370.64,Returned,Bank Transfer,third_system_sales.json
ACC-02194,,1.0,SALE-03176,"7661 Hill St, Jacksonville, FL 32018",ITEM-3006,370.64,370.64,Returned,Bank Transfer,third_system_sales.json
ACC-02194,,1.0,SALE-03176,"7661 Hill St, Jacksonville, FL 32018",ITEM-3006,370.64,370.64,Returned,Bank Transfer,third_system_sales.json
ACC-02194,,1.0,SALE-03176,"7661 Hill St, Jacksonville, FL 32018",ITEM-3006,370.64,370.64,Returned,Bank Transfer,third_system_sales.json
ACC-02194,,1.0,SALE-03176,"7661 Hill St, Jacksonville, FL 32018",ITEM-3006,370.64,370.64,Returned,Bank Transfer,third_system_sales.json
ACC-02453,,1.0,SALE-03177,"3835 Hill St, San Francisco, CA 94102",ITEM-3010,46.12,46.12,Completed,Debit Card,third_system_sales.json
ACC-02453,,1.0,SALE-03177,"3835 Hill St, San Francisco, CA 94102",ITEM-3010,46.12,46.12,Completed,Debit Card,third_system_sales.json
ACC-02453,,1.0,SALE-03177,"3835 Hill St, San Francisco, CA 94102",ITEM-3010,46.12,46.12,Completed,Debit Card,third_system_sales.json
ACC-02453,,1.0,SALE-03177,"3835 Hill St, San Francisco, CA 94102",ITEM-3010,46.12,46.12,Completed,Debit Card,third_system_sales.json
ACC-02453,,1.0,SALE-03177,"3835 Hill St, San Francisco, CA 94102",ITEM-3010,46.12,46.12,Completed,Debit Card,third_system_sales.json
ACC-02453,,1.0,SALE-03177,"3835 Hill St, San Francisco, CA 94102",ITEM-3010,46.12,46.12,Completed,Debit Card,third_system_sales.json
ACC-02453,,1.0,SALE-03177,"3835 Hill St, San Francisco, CA 94102",ITEM-3010,46.12,46.12,Completed,Debit Card,third_system_sales.json
ACC-02424,,1.0,SALE-03178,"4219 Spring St #28, Indianapolis, IN 46201",ITEM-3003,14.26,14.26,Processing,PayPal,third_system_sales.json
ACC-02424,,1.0,SALE-03178,"4219 Spring St #28, Indianapolis, IN 46201",ITEM-3003,14.26,14.26,Processing,PayPal,third_system_sales.json
ACC-02424,,1.0,SALE-03178,"4219 Spring St #28, Indianapolis, IN 46201",ITEM-3003,14.26,14.26,Processing,PayPal,third_system_sales.json
ACC-02424,,1.0,SALE-03178,"4219 Spring St #28, Indianapolis, IN 46201",ITEM-3003,14.26,14.26,Processing,PayPal,third_system_sales.json
ACC-02424,,1.0,SALE-03178,"4219 Spring St #28, Indianapolis, IN 46201",ITEM-3003,14.26,14.26,Processing,PayPal,third_system_sales.json
ACC-02424,,1.0,SALE-03178,"4219 Spring St #28, Indianapolis, IN 46201",ITEM-3003,14.26,14.26,Processing,PayPal,third_system_sales.json
ACC-02424,,1.0,SALE-03178,"4219 Spring St #28, Indianapolis, IN 46201",ITEM-3003,14.26,14.26,Processing,PayPal,third_system_sales.json
ACC-02365,,1.0,SALE-03179,"5704 Sunset Blvd, Phoenix, AZ 85001",ITEM-3012,86.4,86.4,Returned,PayPal,third_system_sales.json
ACC-02365,,1.0,SALE-03179,"5704 Sunset Blvd, Phoenix, AZ 85001",ITEM-3012,86.4,86.4,Returned,PayPal,third_system_sales.json
ACC-02365,,1.0,SALE-03179,"5704 Sunset Blvd, Phoenix, AZ 85001",ITEM-3012,86.4,86.4,Returned,PayPal,third_system_sales.json
ACC-02365,,1.0,SALE-03179,"5704 Sunset Blvd, Phoenix, AZ 85001",ITEM-3012,86.4,86.4,Returned,PayPal,third_system_sales.json
ACC-02365,,1.0,SALE-03179,"5704 Sunset Blvd, Phoenix, AZ 85001",ITEM-3012,86.4,86.4,Returned,PayPal,third_system_sales.json
ACC-02365,,1.0,SALE-03179,"5704 Sunset Blvd, Phoenix, AZ 85001",ITEM-3012,86.4,86.4,Returned,PayPal,third_system_sales.json
ACC-02365,,1.0,SALE-03179,"5704 Sunset Blvd, Phoenix, AZ 85001",ITEM-3012,86.4,86.4,Returned,PayPal,third_system_sales.json
ACC-02218,,1.0,SALE-03180,"2906 Spring St, Dallas, TX 75201",ITEM-3005,82.23,82.23,Cancelled,Debit Card,third_system_sales.json
ACC-02218,,1.0,SALE-03180,"2906 Spring St, Dallas, TX 75201",ITEM-3005,82.23,82.23,Cancelled,Debit Card,third_system_sales.json
ACC-02218,,1.0,SALE-03180,"2906 Spring St, Dallas, TX 75201",ITEM-3005,82.23,82.23,Cancelled,Debit Card,third_system_sales.json
ACC-02218,,1.0,SALE-03180,"2906 Spring St, Dallas, TX 75201",ITEM-3005,82.23,82.23,Cancelled,Debit Card,third_system_sales.json
ACC-02218,,1.0,SALE-03180,"2906 Spring St, Dallas, TX 75201",ITEM-3005,82.23,82.23,Cancelled,Debit Card,third_system_sales.json
ACC-02218,,1.0,SALE-03180,"2906 Spring St, Dallas, TX 75201",ITEM-3005,82.23,82.23,Cancelled,Debit Card,third_system_sales.json
ACC-02218,,1.0,SALE-03180,"2906 Spring St, Dallas, TX 75201",ITEM-3005,82.23,82.23,Cancelled,Debit Card,third_system_sales.json
ACC-02250,,1.0,SALE-03181,"167 Spring St #133, Atlanta, GA 30301",ITEM-3002,20.75,20.75,Processing,PayPal,third_system_sales.json
ACC-02250,,1.0,SALE-03181,"167 Spring St #133, Atlanta, GA 30301",ITEM-3002,20.75,20.75,Processing,PayPal,third_system_sales.json
ACC-02250,,1.0,SALE-03181,"167 Spring St #133, Atlanta, GA 30301",ITEM-3002,20.75,20.75,Processing,PayPal,third_system_sales.json
ACC-02250,,1.0,SALE-03181,"167 Spring St #133, Atlanta, GA 30301",ITEM-3002,20.75,20.75,Processing,PayPal,third_system_sales.json
ACC-02250,,1.0,SALE-03181,"167 Spring St #133, Atlanta, GA 30301",ITEM-3002,20.75,20.75,Processing,PayPal,third_system_sales.json
ACC-02250,,1.0,SALE-03181,"167 Spring St #133, Atlanta, GA 30301",ITEM-3002,20.75,20.75,Processing,PayPal,third_system_sales.json
ACC-02250,,1.0,SALE-03181,"167 Spring St #133, Atlanta, GA 30301",ITEM-3002,20.75,20.75,Processing,PayPal,third_system_sales.json
,,4.0,2023-02-08T00:24:40.286Z,USER-1257,B09PQXDM7V,16.99,67.96,FBM,Discover,modern_sales.csv
,LIGHTNING_DEAL,2.0,2023-02-08T07:50:08.159Z,USER-1300,B07XJ8C8F5,54.99,109.98,Seller,PayPal,modern_sales.csv
,,1.0,2023-02-08T13:11:09.714Z,USER-1469,B08GGGM5D9,329.99,329.99,FBM,VISA,modern_sales.csv
,PRIME_DISCOUNT,1.0,2023-02-08T17:24:01.142Z,USER-1292,B09PQXDM7V,15.97,15.97,Seller,MasterCard,modern_sales.csv
,,1.0,2023-02-08T23:49:22.170Z,USER-1301,B08TW5NKRQ,94.99,94.99,FBA,AmEx,modern_sales.csv
ACC-02483,,1.0,SALE-03182,"4497 Hill St, Chicago, IL 60616",ITEM-3015,54.68,54.68,Returned,Digital Wallet,third_system_sales.json
ACC-02483,,1.0,SALE-03182,"4497 Hill St, Chicago, IL 60616",ITEM-3015,54.68,54.68,Returned,Digital Wallet,third_system_sales.json
ACC-02483,,1.0,SALE-03182,"4497 Hill St, Chicago, IL 60616",ITEM-3015,54.68,54.68,Returned,Digital Wallet,third_system_sales.json
ACC-02279,,1.0,SALE-03183,"9085 Market St, Seattle, WA 98101",ITEM-3001,289.35,289.35,Completed,Cash on Delivery,third_system_sales.json
ACC-02279,,1.0,SALE-03183,"9085 Market St, Seattle, WA 98101",ITEM-3001,289.35,289.35,Completed,Cash on Delivery,third_system_sales.json
ACC-02279,,1.0,SALE-03183,"9085 Market St, Seattle, WA 98101",ITEM-3001,289.35,289.35,Completed,Cash on Delivery,third_system_sales.json
ACC-02124,,1.0,SALE-03184,"3653 River Dr, Philadelphia, PA 19061",ITEM-3005,82.23,82.23,Returned,PayPal,third_system_sales.json
ACC-02124,,1.0,SALE-03184,"3653 River Dr, Philadelphia, PA 19061",ITEM-3005,82.23,82.23,Returned,PayPal,third_system_sales.json
ACC-02124,,1.0,SALE-03184,"3653 River Dr, Philadelphia, PA 19061",ITEM-3005,82.23,82.23,Returned,PayPal,third_system_sales.json
ACC-02158,,1.0,SALE-03185,"3657 Church St, San Francisco, CA 94103",ITEM-3019,9.01,9.01,Pending,Bank Transfer,third_system_sales.json
ACC-02158,,1.0,SALE-03185,"3657 Church St, San Francisco, CA 94103",ITEM-3019,9.01,9.01,Pending,Bank Transfer,third_system_sales.json
ACC-02158,,1.0,SALE-03185,"3657 Church St, San Francisco, CA 94103",ITEM-3019,9.01,9.01,Pending,Bank Transfer,third_system_sales.json
ACC-02208,,1.0,SALE-03186,"6097 2nd Ave, Los Angeles, CA 90001",ITEM-3018,26.2,26.2,Returned,Debit Card,third_system_sales.json
ACC-02208,,1.0,SALE-03186,"6097 2nd Ave, Los Angeles, CA 90001",ITEM-3018,26.2,26.2,Returned,Debit Card,third_system_sales.json
ACC-02208,,1.0,SALE-03186,"6097 2nd Ave, Los Angeles, CA 90001",ITEM-3018,26.2,26.2,Returned,Debit Card,third_system_sales.json
,,1.0,2023-02-09T04:02:12.629Z,USER-1419,B09CDTHXNL,106.73,106.73,FBA,AmEx,modern_sales.csv
,COUPON_10,1.0,2023-02-09T06:28:45.227Z,USER-1380,B08TW5NKRQ,94.99,94.99,Seller,PayPal,modern_sales.csv
,,3.0,2023-02-09T07:53:17.012Z,USER-1439,B07ZPML163,69.99,209.97,FBA,MasterCard,modern_sales.csv
,LIGHTNING_DEAL,1.0,2023-02-09T09:07:14.113Z,USER-1408,B08P4KCJVN,218.21,218.21,FBA,VISA,modern_sales.csv
,,1.0,2023-02-09T10:58:53.729Z,USER-1441,B08TW5NKRQ,94.99,94.99,FBA,MasterCard,modern_sales.csv
,HOLIDAY_SALE,1.0,2023-02-09T16:19:34.577Z,USER-1121,B08HGH6J8X,289.99,289.99,Seller,Debit,modern_sales.csv
,,1.0,2023-02-09T18:45:27.199Z,USER-1148,B08XYDLC1P,99.99,99.99,FBA,Debit,modern_sales.csv
,HOLIDAY_SALE,1.0,2023-02-09T21:22:58.882Z,USER-1078,B08N5WRWNW,139.99,139.99,Seller,Discover,modern_sales.csv
ACC-02198,,4.0,SALE-03187,"4109 High St, Philadelphia, PA 19046",ITEM-3013,65.55,262.2,In Transit,Credit Card,third_system_sales.json
ACC-02198,,4.0,SALE-03187,"4109 High St, Philadelphia, PA 19046",ITEM-3013,65.55,262.2,In Transit,Credit Card,third_system_sales.json
ACC-02198,,4.0,SALE-03187,"4109 High St, Philadelphia, PA 19046",ITEM-3013,65.55,262.2,In Transit,Credit Card,third_system_sales.json
ACC-02198,,4.0,SALE-03187,"4109 High St, Philadelphia, PA 19046",ITEM-3013,65.55,262.2,In Transit,Credit Card,third_system_sales.json
ACC-02198,,4.0,SALE-03187,"4109 High St, Philadelphia, PA 19046",ITEM-3013,65.55,262.2,In Transit,Credit Card,third_system_sales.json
ACC-02198,,4.0,SALE-03187,"4109 High St, Philadelphia, PA 19046",ITEM-3013,65.55,262.2,In Transit,Credit Card,third_system_sales.json
ACC-02198,,4.0,SALE-03187,"4109 High St, Philadelphia, PA 19046",ITEM-3013,65.55,262.2,In Transit,Credit Card,third_system_sales.json
ACC-02198,,4.0,SALE-03187,"4109 High St, Philadelphia, PA 19046",ITEM-3013,65.55,262.2,In Transit,Credit Card,third_system_sales.json
ACC-02132,,2.0,SALE-03188,"311 Washington Blvd, Los Angeles, California 90040",ITEM-3008,37.6,75.2,In Transit,Cash on Delivery,third_system_sales.json
ACC-02132,,2.0,SALE-03188,"311 Washington Blvd, Los Angeles, California 90040",ITEM-3008,37.6,75.2,In Transit,Cash on Delivery,third_system_sales.json
ACC-02132,,2.0,SALE-03188,"311 Washington Blvd, Los Angeles, California 90040",ITEM-3008,37.6,75.2,In Transit,Cash on Delivery,third_system_sales.json
ACC-02132,,2.0,SALE-03188,"311 Washington Blvd, Los Angeles, California 90040",ITEM-3008,37.6,75.2,In Transit,Cash on Delivery,third_system_sales.json
ACC-02132,,2.0,SALE-03188,"311 Washington Blvd, Los Angeles, California 90040",ITEM-3008,37.6,75.2,In Transit,Cash on Delivery,third_system_sales.json
ACC-02132,,2.0,SALE-03188,"311 Washington Blvd, Los Angeles, California 90040",ITEM-3008,37.6,75.2,In Transit,Cash on Delivery,third_system_sales.json
ACC-02132,,2.0,SALE-03188,"311 Washington Blvd, Los Angeles, California 90040",ITEM-3008,37.6,75.2,In Transit,Cash on Delivery,third_system_sales.json
ACC-02132,,2.0,SALE-03188,"311 Washington Blvd, Los Angeles, California 90040",ITEM-3008,37.6,75.2,In Transit,Cash on Delivery,third_system_sales.json
ACC-02044,,1.0,SALE-03189,"1469 Cedar Lane, Houston, TX 77007",ITEM-3005,76.71,76.71,Processing,Debit Card,third_system_sales.json
ACC-02044,,1.0,SALE-03189,"1469 Cedar Lane, Houston, TX 77007",ITEM-3005,76.71,76.71,Processing,Debit Card,third_system_sales.json
ACC-02044,,1.0,SALE-03189,"1469 Cedar Lane, Houston, TX 77007",ITEM-3005,76.71,76.71,Processing,Debit Card,third_system_sales.json
ACC-02044,,1.0,SALE-03189,"1469 Cedar Lane, Houston, TX 77007",ITEM-3005,76.71,76.71,Processing,Debit Card,third_system_sales.json
ACC-02044,,1.0,SALE-03189,"1469 Cedar Lane, Houston, TX 77007",ITEM-3005,76.71,76.71,Processing,Debit Card,third_system_sales.json
ACC-02044,,1.0,SALE-03189,"1469 Cedar Lane, Houston, TX 77007",ITEM-3005,76.71,76.71,Processing,Debit Card,third_system_sales.json
ACC-02044,,1.0,SALE-03189,"1469 Cedar Lane, Houston, TX 77007",ITEM-3005,76.71,76.71,Processing,Debit Card,third_system_sales.json
ACC-02044,,1.0,SALE-03189,"1469 Cedar Lane, Houston, TX 77007",ITEM-3005,76.71,76.71,Processing,Debit Card,third_system_sales.json
ACC-02103,,2.0,SALE-03190,"1577 Market St, New York, NY 10058",ITEM-3015,54.68,109.36,Pending,Digital Wallet,third_system_sales.json
ACC-02103,,2.0,SALE-03190,"1577 Market St, New York, NY 10058",ITEM-3015,54.68,109.36,Pending,Digital Wallet,third_system_sales.json
ACC-02103,,2.0,SALE-03190,"1577 Market St, New York, NY 10058",ITEM-3015,54.68,109.36,Pending,Digital Wallet,third_system_sales.json
ACC-02103,,2.0,SALE-03190,"1577 Market St, New York, NY 10058",ITEM-3015,54.68,109.36,Pending,Digital Wallet,third_system_sales.json
ACC-02103,,2.0,SALE-03190,"1577 Market St, New York, NY 10058",ITEM-3015,54.68,109.36,Pending,Digital Wallet,third_system_sales.json
ACC-02103,,2.0,SALE-03190,"1577 Market St, New York, NY 10058",ITEM-3015,54.68,109.36,Pending,Digital Wallet,third_system_sales.json
ACC-02103,,2.0,SALE-03190,"1577 Market St, New York, NY 10058",ITEM-3015,54.68,109.36,Pending,Digital Wallet,third_system_sales.json
ACC-02103,,2.0,SALE-03190,"1577 Market St, New York, NY 10058",ITEM-3015,54.68,109.36,Pending,Digital Wallet,third_system_sales.json
ACC-02494,,1.0,SALE-03191,"2911 Market St, Columbus, OH 43004",ITEM-3010,46.12,46.12,Returned,Cash on Delivery,third_system_sales.json
ACC-02494,,1.0,SALE-03191,"2911 Market St, Columbus, OH 43004",ITEM-3010,46.12,46.12,Returned,Cash on Delivery,third_system_sales.json
ACC-02494,,1.0,SALE-03191,"2911 Market St, Columbus, OH 43004",ITEM-3010,46.12,46.12,Returned,Cash on Delivery,third_system_sales.json
ACC-02494,,1.0,SALE-03191,"2911 Market St, Columbus, OH 43004",ITEM-3010,46.12,46.12,Returned,Cash on Delivery,third_system_sales.json
ACC-02494,,1.0,SALE-03191,"2911 Market St, Columbus, OH 43004",ITEM-3010,46.12,46.12,Returned,Cash on Delivery,third_system_sales.json
ACC-02494,,1.0,SALE-03191,"2911 Market St, Columbus, OH 43004",ITEM-3010,46.12,46.12,Returned,Cash on Delivery,third_system_sales.json
ACC-02494,,1.0,SALE-03191,"2911 Market St, Columbus, OH 43004",ITEM-3010,46.12,46.12,Returned,Cash on Delivery,third_system_sales.json
ACC-02494,,1.0,SALE-03191,"2911 Market St, Columbus, OH 43004",ITEM-3010,46.12,46.12,Returned,Cash on Delivery,third_system_sales.json
,,1.0,2023-02-10T00:57:20.922Z,USER-1408,B07ZPML163,69.99,69.99,Seller,Discover,modern_sales.csv
,,1.0,2023-02-10T03:39:21.089Z,USER-1186,B07ZPML163,69.99,69.99,FBM,VISA,modern_sales.csv
,LIGHTNING_DEAL,1.0,2023-02-10T09:12:36.074Z,USER-1329,B09PQXDM7V,16.99,16.99,FBM,Debit,modern_sales.csv
,HOLIDAY_SALE,1.0,2023-02-10T15:19:21.815Z,USER-1138,B07T8JNXRP,24.99,24.99,FBA,MasterCard,modern_sales.csv
,,1.0,2023-02-10T19:13:00.987Z,USER-1046,B09PQXDM7V,16.99,16.99,FBM,PayPal,modern_sales.csv
,COUPON_10,1.0,2023-02-10T22:12:08.516Z,USER-1029,B07VGRJDFY,45.99,45.99,FBM,AmEx,modern_sales.csv
ACC-02075,,1.0,SALE-03192,"979 Maple Dr, Charlotte, NC 28204",ITEM-3010,46.12,46.12,Cancelled,Bank Transfer,third_system_sales.json
ACC-02075,,1.0,SALE-03192,"979 Maple Dr, Charlotte, NC 28204",ITEM-3010,46.12,46.12,Cancelled,Bank Transfer,third_system_sales.json
ACC-02075,,1.0,SALE-03192,"979 Maple Dr, Charlotte, NC 28204",ITEM-3010,46.12,46.12,Cancelled,Bank Transfer,third_system_sales.json
ACC-02075,,1.0,SALE-03192,"979 Maple Dr, Charlotte, NC 28204",ITEM-3010,46.12,46.12,Cancelled,Bank Transfer,third_system_sales.json
ACC-02075,,1.0,SALE-03192,"979 Maple Dr, Charlotte, NC 28204",ITEM-3010,46.12,46.12,Cancelled,Bank Transfer,third_system_sales.json
ACC-02363,,1.0,SALE-03193,"3784 Main St, Indianapolis, IN 46201",ITEM-3019,9.01,9.01,Delivered,Bank Transfer,third_system_sales.json
ACC-02363,,1.0,SALE-03193,"3784 Main St, Indianapolis, IN 46201",ITEM-3019,9.01,9.01,Delivered,Bank Transfer,third_system_sales.json
ACC-02363,,1.0,SALE-03193,"3784 Main St, Indianapolis, IN 46201",ITEM-3019,9.01,9.01,Delivered,Bank Transfer,third_system_sales.json
ACC-02363,,1.0,SALE-03193,"3784 Main St, Indianapolis, IN 46201",ITEM-3019,9.01,9.01,Delivered,Bank Transfer,third_system_sales.json
ACC-02363,,1.0,SALE-03193,"3784 Main St, Indianapolis, IN 46201",ITEM-3019,9.01,9.01,Delivered,Bank Transfer,third_system_sales.json
,,1.0,2023-02-11T03:17:58.116Z,USER-1030,B07T8JNXRP,24.99,24.99,FBM,Discover,modern_sales.csv
,LIGHTNING_DEAL,1.0,2023-02-11T09:38:46.287Z,USER-1163,B07T8JNXRP,24.99,24.99,FBA,PayPal,modern_sales.csv
,,1.0,2023-02-11T15:53:11.436Z,USER-1352,B08N5WRWNW,139.99,139.99,Seller,MasterCard,modern_sales.csv
,HOLIDAY_SALE,1.0,2023-02-11T17:25:55.502Z,USER-1253,B07T8JNXRP,22.39,22.39,Seller,MasterCard,modern_sales.csv
ACC-02352,,1.0,SALE-03194,"4855 Park Pl, Chicago, IL 60616",ITEM-3008,37.6,37.6,Pending,Digital Wallet,third_system_sales.json
ACC-02352,,1.0,SALE-03194,"4855 Park Pl, Chicago, IL 60616",ITEM-3008,37.6,37.6,Pending,Digital Wallet,third_system_sales.json
ACC-02352,,1.0,SALE-03194,"4855 Park Pl, Chicago, IL 60616",ITEM-3008,37.6,37.6,Pending,Digital Wallet,third_system_sales.json
ACC-02352,,1.0,SALE-03194,"4855 Park Pl, Chicago, IL 60616",ITEM-3008,37.6,37.6,Pending,Digital Wallet,third_system_sales.json
ACC-02352,,1.0,SALE-03194,"4855 Park Pl, Chicago, IL 60616",ITEM-3008,37.6,37.6,Pending,Digital Wallet,third_system_sales.json
ACC-02352,,1.0,SALE-03194,"4855 Park Pl, Chicago, IL 60616",ITEM-3008,37.6,37.6,Pending,Digital Wallet,third_system_sales.json
ACC-02359,,1.0,SALE-03195,"2937 Spring St, Austin, TX 78701",ITEM-3014,246.69,246.69,Returned,Cash on Delivery,third_system_sales.json
ACC-02359,,1.0,SALE-03195,"2937 Spring St, Austin, TX 78701",ITEM-3014,246.69,246.69,Returned,Cash on Delivery,third_system_sales.json
ACC-02359,,1.0,SALE-03195,"2937 Spring St, Austin, TX 78701",ITEM-3014,246.69,246.69,Returned,Cash on Delivery,third_system_sales.json
ACC-02359,,1.0,SALE-03195,"2937 Spring St, Austin, TX 78701",ITEM-3014,246.69,246.69,Returned,Cash on Delivery,third_system_sales.json
ACC-02359,,1.0,SALE-03195,"2937 Spring St, Austin, TX 78701",ITEM-3014,246.69,246.69,Returned,Cash on Delivery,third_system_sales.json
ACC-02359,,1.0,SALE-03195,"2937 Spring St, Austin, TX 78701",ITEM-3014,246.69,246.69,Returned,Cash on Delivery,third_system_sales.json
ACC-02172,,1.0,SALE-03196,"7188 Cedar Ln, New York, New York 10062",ITEM-3011,81.44,81.44,Processing,PayPal,third_system_sales.json
ACC-02172,,1.0,SALE-03196,"7188 Cedar Ln, New York, New York 10062",ITEM-3011,81.44,81.44,Processing,PayPal,third_system_sales.json
ACC-02172,,1.0,SALE-03196,"7188 Cedar Ln, New York, New York 10062",ITEM-3011,81.44,81.44,Processing,PayPal,third_system_sales.json
ACC-02172,,1.0,SALE-03196,"7188 Cedar Ln, New York, New York 10062",ITEM-3011,81.44,81.44,Processing,PayPal,third_system_sales.json
ACC-02172,,1.0,SALE-03196,"7188 Cedar Ln, New York, New York 10062",ITEM-3011,81.44,81.44,Processing,PayPal,third_system_sales.json
ACC-02172,,1.0,SALE-03196,"7188 Cedar Ln, New York, New York 10062",ITEM-3011,81.44,81.44,Processing,PayPal,third_system_sales.json
ACC-02179,,1.0,SALE-03197,"7205 Hill St, Fort Worth, TX 76119",ITEM-3008,37.6,37.6,Delivered,PayPal,third_system_sales.json
ACC-02179,,1.0,SALE-03197,"7205 Hill St, Fort Worth, TX 76119",ITEM-3008,37.6,37.6,Delivered,PayPal,third_system_sales.json
